date,participants,eventLabel,article_en,summary_wikipedia,image,event
1426-01-01T00:00:00Z,"['Hanseatic League', ' Kalmar Union']",Dano-Hanseatic War,https://en.wikipedia.org/wiki/Dano-Hanseatic_War_(1426–1435),,http://commons.wikimedia.org/wiki/Special:FilePath/Hanseschiffe%20vor%20Kopenhagen%201428%20D%C3%A4nemark.jpg,http://www.wikidata.org/entity/Q18916050
1842-10-01T00:00:00Z,"['United Kingdom of Great Britain and Ireland', ' Emirate of Afghanistan']",First Anglo-Afghan War,https://en.wikipedia.org/wiki/First_Anglo-Afghan_War,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20army%20of%20the%20Indus%20entering%20Kandahar.jpg,http://www.wikidata.org/entity/Q989092
1932-01-01T00:00:00Z,"['Soviet Union', ' Empire of Japan', "" Mongolian People's Republic""]",Soviet–Japanese border conflicts,https://en.wikipedia.org/wiki/Soviet–Japanese_border_conflicts,"The Soviet–Japanese border conflicts, also known as the Soviet-Japanese Border War or the First Soviet-Japanese War, was a series of minor and major conflicts fought between the Soviet Union (led by Joseph Stalin), Mongolia (led by Khorloogiin Choibalsan) and Japan (led by Hirohito) in Northeast Asia from 1932 to 1939.
The Japanese expansion in Northeast China created a common border between the Japanese occupied ground and Soviet Far East. This led to growing tensions with the Soviet Union, with both sides often violating the border and accusing each other of border violations. The Soviets and Japanese, including their respective client states of Mongolia and Manchukuo, fought in a series of escalating small border skirmishes and punitive expeditions from 1935 until Soviet-Mongolian victory over the Japanese in the Battles of Khalkhin Gol in 1939 which resolved the dispute and returned the borders to status quo ante bellum.
The Soviet–Japanese border conflicts heavily contributed to the signing of the Soviet–Japanese Neutrality Pact in 1941.",http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20light%20tanks%20moving%20forward%20the%20front%20of%20the%20Khalkha%20River.jpg,http://www.wikidata.org/entity/Q696389
1283-01-01T00:00:00Z,,War of the Limburg Succession,https://en.wikipedia.org/wiki/War_of_the_Limburg_Succession,"The War of the Limburg Succession was a conflict between 1283 and 1289 for the succession in the Duchy of Limburg.
The cause of the War of the Limburg Succession was the death of Waleran IV, Duke of Limburg in 1280, and his only daughter Ermengarde of Limburg in 1283. Waleran IV had no sons and Ermengarde had no children. Ermergarde had married Reginald I of Guelders, who now claimed the Duchy of Limburg. However, Waleran's nephew Adolf VIII of Berg, son of his elder brother Adolf VII of Berg, also claimed the Duchy. Unable to assert his claims, he sold them in 1283 to the mighty John I, Duke of Brabant.
Between 1283 and 1288, several smaller confrontations occurred between both sides, none of them decisive. Meanwhile, most of the other local powers chose sides. Siegfried II of Westerburg, the Archbishop of Cologne and ruler of the Electorate of Cologne, traditional enemy of the Duke of Brabant, forged an alliance with Reginald I, joined by Henry VI, Count of Luxembourg, and his brother Waleran I of Luxembourg, Lord of Ligny, as well as by Adolf, King of Germany. On the other side the Counts of Mark took the chance to affirm their independence from the Archbishop of Cologne and together with the Counts of Loon, Tecklenburg, and Waldeck allied with Brabant and Berg. The citizens of the City of Cologne, eager to emancipate themselves from the Archbishop's rule, also joined this alliance.
After the decisive Battle of Worringen in 1288, won by Duke John I of Brabant and his allies, the Duchy of Limburg came in the possession of the Duke of Brabant. The City of Cologne gained its independence from the Archbishopric and finally the status of an Imperial city in 1475.",http://commons.wikimedia.org/wiki/Special:FilePath/Fahnenwagen%20Koelhoffsche%20Chronik.jpg,http://www.wikidata.org/entity/Q64064
1809-05-25T00:00:00Z,,Bolivian War of Independence,https://en.wikipedia.org/wiki/Bolivian_War_of_Independence,"The Bolivian war of independence (1809–1825) began with the establishment of government juntas in Sucre and La Paz, after the Chuquisaca Revolution and La Paz revolution. These Juntas were defeated shortly after, and the cities fell again under Spanish control. The May Revolution of 1810 ousted the viceroy in Buenos Aires, which established its own junta. Buenos Aires sent three large military expeditions to Upper Peru, headed by Juan José Castelli, Manuel Belgrano and José Rondeau, but the royalists ultimately prevailed over each one. However, the conflict grew into a guerrilla war, the War of the Republiquetas, preventing the royalists from strengthening their presence. After Simón Bolívar and Antonio José de Sucre defeated the royalists in northern South America, Sucre led a campaign that was to defeat the royalists in Charcas for good when the last royalist general, Pedro Antonio Olañeta, suffered death and defeat at the hands of his own defected forces at the Battle of Tumusla. Bolivian independence was proclaimed on 6 August 1825.",http://commons.wikimedia.org/wiki/Special:FilePath/Sucre1.jpg,http://www.wikidata.org/entity/Q68475
1957-10-23T00:00:00Z,"['French Fourth Republic', ' Spain', ' Moroccan Army of Liberation']",Ifni War,https://en.wikipedia.org/wiki/Ifni_War,"The Ifni War, sometimes called the Forgotten War in Spain (la Guerra Olvidada), was a series of armed incursions into Spanish West Africa by Moroccan insurgents that began in October 1957 and culminated with the abortive siege of Sidi Ifni.
The city of Sidi Ifni had been ceded to the Spanish Empire in 1860 at the end of the Hispano-Moroccan War. After Morocco achieved independence in 1956, it sought to claim Spain's remaining possessions in West Africa. Violent demonstrations against Spanish rule broke out in Ifni in April 1957, and in October Moroccan militias began converging near the territory. Moroccan forces attacked in November, forcing the Spanish to abandon most of the territory and retreat to a defensive perimeter around Ifni. Supplied by the Spanish Navy from the sea, the Spanish garrison was able to resist the siege, which lasted into June 1958. In Spanish Sahara, Moroccan units, now reorganised as the Moroccan Army of Liberation, engaged in heavy fighting with Spanish forces at El Aaiún and Edchera. By February 1958, a joint Spanish and French offensive had driven the Moroccans out of Spanish Sahara.
Hostilities ceased in April 1958 with the Treaty of Angra de Cintra, signed by the Spanish and Moroccan governments, by which Cape Juby and most of the Ifni territory were transferred to Morocco. The city of Sidi Ifni remained in Spanish possession until 1969, when, under international pressure, it was relinquished to Morocco.",,http://www.wikidata.org/entity/Q1640107
1857-01-01T00:00:00Z,,Ecuadorian–Peruvian War of 1858–1860,https://en.wikipedia.org/wiki/Ecuadorian–Peruvian_War_(1857–1860),,http://commons.wikimedia.org/wiki/Special:FilePath/Peruvian%20submarine%20crew.jpg,http://www.wikidata.org/entity/Q3119117
1866-07-22T00:00:00Z,,Austro-Prussian War,https://en.wikipedia.org/wiki/Austro-Prussian_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Schlacht-bei-koeniggraetz-von-georg-bleibtreu.jpg,http://www.wikidata.org/entity/Q153650
1096-10-01T00:00:00Z,,People's Crusade,https://en.wikipedia.org/wiki/People's_Crusade,"The People's Crusade was the beginning phase of the First Crusade whose objective was to retake the Holy Land, and Jerusalem in particular, from Islamic rule. After in 1095 the head of the Roman Catholic Church Pope Urban II started to urge faithful Christians to undertake an armed pilgrimage to Jerusalem, the People's Crusade was conducted for roughly six months from April to October 1096. It is also known as the Peasants' Crusade, Paupers' Crusade or the Popular Crusade as it was executed by a mainly untrained peasant army prior to the main church-organized crusade. It was led primarily by Peter the Hermit with forces of Walter Sans Avoir. The peasant army of this crusade was destroyed by the forces of the Seljuk Turks under Kilij Arslan at the Battle of Civetot in northwestern Anatolia.  
The People's Crusade was the first, largest, and best documented of the popular crusades. The start of the more official and fully church-backed crusade, also called the ""Princes' Crusade"", occurred a few months later and was better organized, better armed, and better funded.",http://commons.wikimedia.org/wiki/Special:FilePath/PeoplesCrusadeMassacre.jpg,http://www.wikidata.org/entity/Q51650
1998-06-07T00:00:00Z,,Bissau-Guinean Civil War,https://en.wikipedia.org/wiki/Guinea-Bissau_Civil_War,"The Guinea-Bissau Civil War was fought from 7 June 1998 to 10 May 1999 and was triggered by an attempted coup d'état against the government of President João Bernardo Vieira led by Brigadier-General Ansumane Mané. Government forces, backed by neighbouring states, clashed with the coup leaders who had quickly gained almost total control over the country's armed forces.The conflict resulted in the deaths of hundreds if not thousands of people and the displacement of hundreds of thousands.An eventual peace agreement in November 1998 provided for a national unity government and new elections in the next year. However, a subsequent and brief outbreak of fighting in May 1999 ended with the deposing of Vieira on 10 May 1999 when Vieira signed an unconditional surrender.",http://commons.wikimedia.org/wiki/Special:FilePath/Bissau%20-%20Abandoned%20tank.JPG,http://www.wikidata.org/entity/Q1781457
1519-01-01T00:00:00Z,,Mexican Indian Wars,https://en.wikipedia.org/wiki/List_of_Indigenous_rebellions_in_Mexico_and_Central_America,"Indigenous rebellions in Mexico and Central America were conflicts of resistance initiated by indigenous peoples against European colonial empires and settler states that occurred in the territory of the continental Viceroyalty of New Spain and British Honduras, as well as their respective successor states. The latter include Mexico, Guatemala, Honduras, Belize, El Salvador, Nicaragua, Costa Rica, and parts of the Southern and Western United States.
Anti-colonial rebellions by the indigenous peoples of Central America had precedence in resistance to the Aztec Empire prior to the Spanish conquest. During the period of Spanish rule, forced labor, the expansion of colonial territory, and the forceful reduction of disparate communities into villages or missions where Christianity was enforced  were common causes of revolt. After independence, continued encroachment on indigenous land rights was the primary cause of conflict. Resistance has persisted into the 21st century, such as with the ongoing Zapatista uprising.",http://commons.wikimedia.org/wiki/Special:FilePath/Conquista-de-M%C3%A9xico-por-Cort%C3%A9s-Tenochtitlan-Painting.png,http://www.wikidata.org/entity/Q3280731
1879-04-05T00:00:00Z,"['Chile', ' Bolivia', ' Peru']",War of the Pacific,https://en.wikipedia.org/wiki/War_of_the_Pacific,"The War of the Pacific (Spanish: Guerra del Pacífico), also known as the Saltpeter War (Spanish: Guerra del salitre) and by multiple other names, was a war between Chile and a Bolivian–Peruvian alliance from 1879 to 1884. Fought over Chilean claims on coastal Bolivian territory in the Atacama Desert, the war ended with a Chilean victory, which gained for the country a significant amount of resource-rich territory from Peru and Bolivia.
The primary cause of the war was a nitrate taxation dispute between Bolivia and Chile, with Peru being drawn in due to its secret alliance with Bolivia. But some historians have pointed to deeper origins of the war, such as the interest of Chile and Peru in the nitrate business, a long-standing rivalry between Chile and Peru for regional hegemony, as well as the political and economical disparities between the stability of Chile and the volatility of Peru and Bolivia. 
On February 1878, Bolivia increased taxes on the Chilean mining company Compañía de Salitres y Ferrocarril de Antofagasta (CSFA), in violation of the Boundary Treaty of 1874 which established the border between both countries and prohibited tax increases for mining. Chile protested the violation of the treaty and requested international arbitration, but the Bolivian government, presided by Hilarión Daza, considered this to be an internal issue subject to the jusrisdiction of the Bolivian courts. Chile insisted that breaking the treaty would mean no longer being tied to the territorial borders denoted in it. Despite this, Hilarión Daza rescinded the license of the Chilean company, seized its assets and put them up for auction. On the day of the auction, February 14, 1879, Chile's armed forces occupied the Bolivian port city of Antofagasta without resistance, being mostly inhabited by Chilean miners. Subsequently war between Bolivia and Chile was declared on March 1, 1879, and between Chile and Peru on April 5, 1879.
Battles were fought in the Pacific Ocean, the Atacama Desert, the Peruvian deserts, and the mountainous interior of Peru. For the first five months, the war played out in a naval campaign, as Chile struggled to establish a marine resupply corridor for its forces in the world's driest desert. Afterwards, Chile's land campaign overcame the Bolivian and Peruvian armies. Bolivia withdrew after the Battle of Tacna, on May 26, 1880, leaving allied Peru fighting alone for most of the war. Chilean forces occupied Peru's capital Lima in January 1881. Remnants and irregulars of the Peruvian army waged a guerrilla war but could not prevent war-weary Peruvian factions from reaching a peace deal with Chile involving territorial cessions.
Chile and Peru signed the Treaty of Ancón on October 20, 1883. Bolivia signed a truce with Chile in 1884. Chile acquired the Peruvian territory of Tarapacá, the disputed Bolivian department of Litoral (turning Bolivia into a landlocked country), and temporary control over the Peruvian provinces of Tacna and Arica. In 1904, Chile and Bolivia signed the Treaty of Peace and Friendship, which established definite boundaries. The 1929 Tacna–Arica compromise gave Arica to Chile and Tacna to Peru.

",http://commons.wikimedia.org/wiki/Special:FilePath/Sinking%20of%20the%20Esmeralda%20during%20the%20battle%20of%20Iquique.jpg,http://www.wikidata.org/entity/Q152004
1922-06-28T00:00:00Z,,Irish Civil War,https://en.wikipedia.org/wiki/Irish_Civil_War,"The Irish Civil War (Irish: Cogadh Cathartha na hÉireann; 28 June 1922 – 24 May 1923) was a conflict that followed the Irish War of Independence and accompanied the establishment of the Irish Free State, an entity independent from the United Kingdom but within the British Empire.
The civil war was waged between the Provisional Government of Ireland and the anti-Treaty Irish Republican Army (1922–1969) (IRA) over the Anglo-Irish Treaty. The Provisional Government (which became the Free State in December 1922) supported the terms of the treaty, while the anti-Treaty opposition saw it as a betrayal of the Irish Republic that had been proclaimed during the Easter Rising of 1916. Many of the combatants had fought together against the British in the Irish Republican Army (1919–1922) during the War of Independence, and had divided after that conflict ended and the treaty negotiations began.
The Civil War was won by the pro-treaty National Army, who first secured Dublin by early July, then went on the offensive against the anti-Treaty strongholds of the south and west, especially the 'Munster Republic', successfully capturing all urban centres by late August. The guerrilla phase of the Irish Civil War lasted another 10 months, before the IRA leadership issued a ""dump arms"" order to all units, effectively ending the conflict. The National Army benefited from substantial quantities of weapons provided by the British government, particularly artillery and armoured cars.
The conflict left Irish society divided and embittered for generations. Today, the three largest political parties in the Republic of Ireland, Fine Gael, Fianna Fáil, and Sinn Féin are direct descendants of the opposing sides of the war; Fine Gael from the supporters of the pro-Treaty side, Fianna Fáil the party formed from the bulk of the anti-Treaty side by Éamon de Valera, and Sinn Féin, descended from the rump anti-Treaty and irredentist republican party left behind by De Valera's supporters.",http://commons.wikimedia.org/wiki/Special:FilePath/Secret%20Destination%20%286233259813%29.jpg,http://www.wikidata.org/entity/Q748042
1814-01-01T00:00:00Z,"['Kingdom of Norway (1814)', ' Sweden']",Swedish-Norwegian War,https://en.wikipedia.org/wiki/Swedish–Norwegian_War,"The Swedish–Norwegian War, also known as the Campaign against Norway (Swedish: Fälttåget mot Norge), War with Sweden 1814 (Norwegian: Krigen med Sverige 1814), or the Norwegian War of Independence, was a war fought between Sweden and Norway in the summer of 1814. The war resulted in a compromise, with Norway being forced into the United Kingdoms of Sweden and Norway, a union with Sweden under the Swedish king Charles XIII, but with Norway having its own constitution and parliament. The war marked the last time Sweden participated in an armed conflict with another nation, and its conclusion signalled the beginning of the country's long period of military neutrality.",http://commons.wikimedia.org/wiki/Special:FilePath/Kampene%20ved%20Skotterud.jpg,http://www.wikidata.org/entity/Q1780850
1918-01-01T00:00:00Z,"['White movement', ' Second Polish Republic', ' United Kingdom of Great Britain and Ireland', ' Estonia', ' Republic of China', ' French Third Republic', ' Kingdom of Romania', "" Mongolian People's Party"", ' Latvian Socialist Soviet Republic', ' Kingdom of Greece', ' Kingdom of Serbia', ' Kingdom of Italy', ' United States of America', ' Russian Soviet Federative Socialist Republic', ' Czechoslovakia', ' Empire of Japan', ' Far Eastern Republic', ' Commune of the Working People of Estonia', ' Ukrainian Soviet Socialist Republic']",Allied intervention in the Russian Civil War,https://en.wikipedia.org/wiki/Allied_intervention_in_the_Russian_Civil_War,"The Allied intervention in the Russian Civil War consisted of a series of multi-national military expeditions that began in 1918. The initial impetus behind the interventions was to secure munitions and supply depots from falling into the German Empire's hands, particularly after the Bolsheviks signed the Treaty of Brest Litovsk, and to rescue the Allied forces that had become trapped within Russia after the 1917 October Revolution. After the Armistice of 11 November 1918, the Allied plan changed to helping the  White forces in the Russian Civil War. After the Whites collapsed, the Allies withdrew their forces from Russia by 1925.Allied troops landed in Arkhangelsk (the North Russia intervention of 1918–1919) and in Vladivostok (as part of the Siberian intervention of 1918–1922). The British also intervened in the Baltic theatre (1918–1919) and in the Caucasus (1917–1919). French-led Allied forces participated in the Southern Russia intervention (1918–1919). 
Allied efforts were hampered by divided objectives, war-weariness after World War I, and a rising discontent among some troops and sailors who were reluctant to fight the world's first socialist state; this reluctance sometimes led to mutiny. These factors, together with the evacuation of the Czechoslovak Legion in September 1920, led the western Allied powers to end the North Russia and Siberian interventions in 1920, though the Japanese intervention in Siberia continued until 1922 and the Empire of Japan continued to occupy the northern half of Sakhalin until 1925.",http://commons.wikimedia.org/wiki/Special:FilePath/Wladiwostok%20Parade%201918.jpg,http://www.wikidata.org/entity/Q2001082
1918-12-01T00:00:00Z,"['Free Corps', ' Russian Soviet Federative Socialist Republic', ' Lithuania', ' Second Polish Republic']",Lithuanian Wars of Independence,https://en.wikipedia.org/wiki/Lithuanian_Wars_of_Independence,"The Lithuanian Wars of Independence, also known as the Freedom Struggles (Lithuanian: Laisvės kovos), refer to three wars Lithuania fought defending its independence at the end of World War I: with Bolshevik forces (December 1918 – August 1919), Bermontians (June 1919 – December 1919), and Poland (August 1920 – November 1920). The wars delayed international recognition of independent Lithuania and the formation of civil institutions.",http://commons.wikimedia.org/wiki/Special:FilePath/Lithuanian%20soldiers%20in%20Vievis%20surroundings.jpg,http://www.wikidata.org/entity/Q2742886
1688-01-01T00:00:00Z,,King William's War,https://en.wikipedia.org/wiki/King_William's_War,"King William's War (also known as the Second Indian War, Father Baudoin's War, Castin's War, or the First Intercolonial War in French) was the North American theater of the Nine Years' War (1688–1697), also known as the War of the Grand Alliance or the War of the League of Augsburg.  It was the first of six colonial wars (see the four French and Indian Wars, Father Rale's War and Father Le Loutre's War) fought between New France and New England along with their respective Native allies before France ceded its remaining mainland territories in North America east of the Mississippi River in 1763.
For King William's War, neither England nor France thought of weakening their position in Europe to support the war effort in North America. New France and the Wabanaki Confederacy were able to thwart New England expansion into Acadia, whose border New France defined as the Kennebec River in southern Maine.: 27  According to the terms of the 1697 Peace of Ryswick that ended the Nine Years' War, the boundaries and outposts of New France, New England, and New York remained substantially unchanged.
The war was largely caused by the fact that the treaties and agreements that were reached at the end of King Philip's War (1675–1678) were not adhered to. In addition, the English were alarmed that the Indians were receiving French or maybe Dutch aid. The Indians preyed on the English and their fears, by making it look as though they were with the French. The French were fooled as well, as they thought the Indians were working with the English. These occurrences, in addition to the fact that the English perceived the Indians as their subjects, despite the Indians' unwillingness to submit, eventually led to two conflicts, one of which was King William's War.

",http://commons.wikimedia.org/wiki/Special:FilePath/Frontenac%20receiving%20the%20envoy%20of%20Sir%20William%20Phipps%20demanding%20the%20surrender%20of%20Quebec%2C%201690.jpg,http://www.wikidata.org/entity/Q1070342
1902-11-21T00:00:00Z,,Thousand Days' War,https://en.wikipedia.org/wiki/Thousand_Days'_War,"The Thousand Days' War (Spanish: Guerra de los Mil Días) was a civil war fought in Colombia from 17 October 1899 to 21 November 1902, at first between the Liberal Party and the government led by the National Party, and later – after the Conservative Party had ousted the National Party – between the liberals and the conservative government. Caused by the longstanding ideological tug-of-war of federalism versus centralism between the liberals, conservatives, and nationalists of Colombia following the implementation of the Constitution of 1886 and the political process known as the Regeneración (es), tensions ran high after the presidential election of 1898, and on 17 October 1899, official insurrection against the national government was announced by members of the Liberal Party in the Department of Santander. Hostilities did not begin until the 11th of November, when liberal factions attempted to take over the city of Bucaramanga, leading to active warfare. It would end three years later with the signing of the Treaty of Neerlandia and the Treaty of Wisconsin. The war resulted in a Conservative victory, and ensured the continued dominance of the Conservative Party in Colombian politics for another 28 years. Colombia's political structure as a unitary state has not been challenged since.
As an international conflict, the war extended into Ecuadorian and Venezuelan territories. Conservative and liberal factions of those two countries, as well as of Guatemala, El Salvador, and Nicaragua, backed their respective parties within Colombia. American interests in the Panama Isthmus led to an American intervention and naval deployment in Panama (then part of Colombia) under the guise of upholding the Mallarino–Bidlack Treaty.
With an estimated 100,000 to 150,000 fatalities, about 2.5 percent of the nation's population at that time, the conflict was the deadliest and most destructive war in the history of Colombia. It led to severe economic, political, and social repercussions for the country, including a partial collapse of the nation's economy, continued governmental instability, and the eventual loss of the Department of Panama as an incorporated territory of the republic in 1903.",http://commons.wikimedia.org/wiki/Special:FilePath/Lautaro%20Sinking%20I.jpg,http://www.wikidata.org/entity/Q43378
1811-05-22T00:00:00Z,"['Beylik of Tunis', ' Regency of Algiers']",Action of 22 May 1811,https://en.wikipedia.org/wiki/Action_of_22_May_1811,"The Action of 22 May 1811 was a naval engagement between an Algerian fleet commanded by Raïs Hamidou, and a Tunisian one commanded by Mohammed Mourali, also known as al-Mourali.",,http://www.wikidata.org/entity/Q106900718
1835-12-23T00:00:00Z,"['Seminole', ' United States of America']",Second Seminole War,https://en.wikipedia.org/wiki/Second_Seminole_War,"The Second Seminole War, also known as the Florida War, was a conflict from 1835 to 1842 in Florida between the United States and groups of people collectively known as Seminoles, consisting of Native Americans and Black Indians. It was part of a series of conflicts called the Seminole Wars. The Second Seminole War, often referred to as the Seminole War, is regarded as ""the longest and most costly of the Indian conflicts of the United States"". After the Treaty of Payne's Landing in 1832 that called for the Seminole's removal from Florida, tensions rose until fierce hostilities occurred in the Dade battle in 1835. This conflict started the war. The Seminoles and the U.S. forces engaged in mostly small engagements for more than six years. By 1842, only a few hundred native peoples remained in Florida. Although no peace treaty was ever signed, the war was declared over on August 14, 1842.",http://commons.wikimedia.org/wiki/Special:FilePath/Osceola.jpg,http://www.wikidata.org/entity/Q2976715
1578-01-01T00:00:00Z,"['Brunei', ' Spanish Empire']",Castille War,https://en.wikipedia.org/wiki/Castilian_War,"The Castilian War, also called the Spanish Expedition to Borneo, was a conflict between the Spanish Empire and several Muslim states in Southeast Asia, including the Sultanates of Brunei, Sulu, and Maguindanao.",,http://www.wikidata.org/entity/Q31880
1237-01-01T00:00:00Z,,Mongol invasion of Kievan Rus',https://en.wikipedia.org/wiki/Mongol_invasion_of_Kievan_Rus',"The Mongol Empire invaded and conquered Kievan Rus' in the mid-13th century, destroying numerous cities including the largest such as Kiev (50,000 inhabitants) and Chernigov (30,000 inhabitants). The Mongol siege and sack of Kiev in 1240 is generally held to mark the end of Kievan Rus'. Many other major Rus' principalities and urban centres in the northwest escaped destruction or suffered little to no damage from the Mongol invasion, including the Novgorod Republic, Pskov, Smolensk, Polotsk, Vitebsk, and probably Rostov and Uglich.The campaign was heralded by the Battle of the Kalka River in May 1223, which resulted in a Mongol victory over the forces of several Rus' principalities as well as the remnants of the Cumans under Köten. The Mongols retreated, having gathered their intelligence, which was the purpose of the reconnaissance-in-force. A full-scale invasion of Rus' by Batu Khan followed, from 1237 to 1241. The invasion was ended by the Mongol succession process upon the death of Ögedei Khan. Most Rus' principalities were forced to submit to Mongol rule and became vassals of the Golden Horde, excluding the Novgorod Republic and a few others.The invasion, facilitated by the beginning of the breakup of Kievan Rus' in the 13th century, had profound ramifications for the history of Eastern Europe, including the division of the East Slavic people into three distinct separate nations: modern-day Belarusians, Russians, and Ukrainians.",http://commons.wikimedia.org/wiki/Special:FilePath/Genghis%20Khan%20empire-en.svg,http://www.wikidata.org/entity/Q1134220
1925-11-27T00:00:00Z,"['Soviet Union', ' Basmachi movement', ' Emirate of Afghanistan']",Urtatagai conflict,https://en.wikipedia.org/wiki/Urtatagai_conflict_(1925–1926),"The Urtatagai conflict was a conflict between the Soviet Union and the Emirate of Afghanistan in the mid-1920s over the control of the island of Urtatagai, which is an island on the Amu Darya river that had been claimed by Afghanistan since 1900, although it was under Russian control until 1920, when remnants of the Imperial Russian Army evacuated the island to aid the White Movement in the Russian Civil War. The Afghan Army had earlier unsuccessfully tried to enforce its claim on Urtatagai in a border conflict in 1913, and in 1920 Afghan forces were finally able to capture the island unopposed. On 27 November 1925, due to repeated incursions into Soviet territory by Basmachi rebels using the island as a base, as well as the Soviet claim to the Island, 340 Soviet troops landed on the island of Urtatagai, and a clash with the island's garrison saw 12 people killed, and 5 Afghans were taken prisoner. On 18 December, the Prime Minister of Afghanistan issued a letter of protest, making four key demands:That the Soviets abandon the island
That prisoners of war be returned
That Afghan losses be recovered
That official apologies be renderedOn 19 December, after the Soviets failed to answer the letter, the Afghan Government began to deploy troops towards the North. To the surprise of the Soviet leadership, Western press took interest in the conflict, and supported the Afghan government. With potential war looming, the Soviet leadership decided to let a joint commission decide Urtatagai's fate, which ruled in favour of Afghanistan. On 28 February 1926, the Soviets transferred the island to Afghanistan in a ceremony. Negotiations regarding official Soviet recognition ensued for the following months, and after the Afghan government agreed to restrain Basmachi border raids, the Soviet government officially recognized Urtatagai as part of the Afghan state on 15 August 1926.

",,http://www.wikidata.org/entity/Q65065597
2002-04-11T00:00:00Z,"['Libya', ' France', ' Salafia Jihadia', ' Al-Mourabitoun', ' al-Qaeda in the Islamic Maghreb', ' Tunisia', "" Jama'at Nasr al-Islam wal Muslimin"", ' Mali', ' Niger', ' United Nations Multidimensional Integrated Stabilization Mission in Mali', ' Chad', ' Algeria', ' Ansar Dine', ' Movement for Oneness and Jihad in West Africa', ' Ansar al-Sharia (Tunisia)', ' Ansar al-Sharia', ' Islamic State', ' Salafist Group for Preaching and Combat', ' Mauritania', ' Boko Haram', ' Chaambi Operations']",Insurgency in the Maghreb (2002–),https://en.wikipedia.org/wiki/Insurgency_in_the_Maghreb_(2002–present),,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20GSPC-fr.svg,http://www.wikidata.org/entity/Q632787
0567-01-01T00:00:00Z,"['Kingdom of the Gepids', ' Byzantine Empire', ' Lombards', ' Avar Khaganate']",Lombard–Gepid War,https://en.wikipedia.org/wiki/Lombard–Gepid_War_(567),"In 566, Lombard king Alboin concluded a treaty with the Pannonian Avars, to whom he promised the Gepids' land if they defeated them. The Gepids were destroyed by the Avars and the Lombards in 567. Gepid King Cunimund was killed by Alboin himself. The Avars (led by their khagan Bayan I) subsequently occupied ""Gepidia"", forming the Avar Khaganate. The Byzantine Emperor intervened and took control of Sirmium (now Sremska Mitrovica, Serbia), also giving refuge to Gepid leader Usdibad, although the rest of Gepidia was taken by the Avars. Gepid military strength was significantly reduced; according to H. Schutz (2001) many of them joined Lombard ranks, while the rest took to Constantinople (the Byzantine Empire). According to R. Collins (2010) the remnants were absorbed either by the Avars or Lombards. Although later Lombard sources claim they had a central role in this war, it is clear from contemporary Byzantine sources that the Avars had the principal role. The Gepids disappeared and the Avars took their place as a Byzantine threat. The Lombards disliked their new neighbours and decided to leave for Italy, forming the Kingdom of the Lombards.According to Lombard Benedictine scribe Paul the Deacon (720s–799), Cunimund's daughter Rosamund, who was taken hostage by the Lombards and taken by Alboin as his wife, suffered from his cruelty. He forced her to drink from the skull of her dead father (which he carried around his belt), inviting her ""to drink merrily with her father"".

",http://commons.wikimedia.org/wiki/Special:FilePath/Gepid%20kingdom%206th%20century.png,http://www.wikidata.org/entity/Q25303287
1998-05-26T00:00:00Z,"['White Legion', ' Forest Brothers', ' Mkhedrioni', ' Abkhazia']",War in Abkhazia (1998),https://en.wikipedia.org/wiki/War_in_Abkhazia_(1998),"The War in Abkhazia in 1998 took place in the Gali district of Abkhazia, after ethnic Georgians launched an insurgency against the Abkhazian separatist government. The conflict is sometimes referred to as the Six-Day War of Abkhazia; however, this name only takes into account the Abkhazian offensive that lasted from 20 to 26 May 1998, while hostilities and insurgent attacks had already occurred before that date.",http://commons.wikimedia.org/wiki/Special:FilePath/United%20Nation%20Abkhazia%20small.PNG,http://www.wikidata.org/entity/Q959303
1749-12-15T00:00:00Z,,Third Javanese War of Succession,https://en.wikipedia.org/wiki/Third_Javanese_War_of_Succession,"The Third Javanese War of Succession was an armed conflict from 1749 to 1757 on the island of Java. It led to the partition of the Mataram Sultanate into two and later three nominally independent 'Princely States': Surakarta, Yogyakarta and Mangkunegara.",,http://www.wikidata.org/entity/Q2371369
1625-01-01T00:00:00Z,"['Gaspar de Guzmán, Count-Duke of Olivares', ' James VI and I', ' William of Nassau', ' Habsburg Spain', ' Philip IV of Spain', ' Juan Manuel Pérez de Guzmán, 8th Duke of Medina Sidonia', ' Charles I of England', ' Edward Cecil, 1st Viscount Wimbledon', ' Horace Vere, 1st Baron Vere of Tilbury', ' Kingdom of England', ' Dutch Republic', ' Robert Devereux, 3rd Earl of Essex', ' Ambrogio Spinola, 1st Marquis of the Balbases', ' Antonio de Oquendo', ' Fadrique Álvarez de Toledo, 1st Marquis of Villanueva de Valdueza', ' Ernst von Mansfeld', ' Maurice of Nassau']",Anglo-Spanish War,https://en.wikipedia.org/wiki/Anglo-Spanish_War_(1625–1630),,,http://www.wikidata.org/entity/Q168442
